roadno,city,site_id,road
1527,臺中市,臺中市烏日區,三榮二路
1528,臺中市,臺中市烏日區,三榮八路
1529,臺中市,臺中市烏日區,三榮北一路
1530,臺中市,臺中市烏日區,三榮十七路
1531,臺中市,臺中市烏日區,三榮十五路
1532,臺中市,臺中市烏日區,三榮十六路
1533,臺中市,臺中市烏日區,三榮南路
1534,臺中市,臺中市烏日區,三民街
1535,臺中市,臺中市烏日區,中興街
1536,臺中市,臺中市烏日區,九德街
1537,臺中市,臺中市烏日區,仁德街
1538,臺中市,臺中市烏日區,以春街
1539,臺中市,臺中市烏日區,健行北一路
1540,臺中市,臺中市烏日區,健行南一路
1541,臺中市,臺中市烏日區,健行路
1542,臺中市,臺中市烏日區,光德路
1543,臺中市,臺中市烏日區,光明路
1544,臺中市,臺中市烏日區,公園一街
1545,臺中市,臺中市烏日區,公園二街
1546,臺中市,臺中市烏日區,南榮路
1547,臺中市,臺中市烏日區,大同三街
1548,臺中市,臺中市烏日區,大同二街
1549,臺中市,臺中市烏日區,大同八街
1550,臺中市,臺中市烏日區,大同十街
1551,臺中市,臺中市烏日區,太明北路
1552,臺中市,臺中市烏日區,學田路
1553,臺中市,臺中市烏日區,建國路
1554,臺中市,臺中市烏日區,慶光路
1555,臺中市,臺中市烏日區,成功東路
1556,臺中市,臺中市烏日區,振興街
1557,臺中市,臺中市烏日區,新興路
1558,臺中市,臺中市烏日區,明德街
1559,臺中市,臺中市烏日區,榮和路
1560,臺中市,臺中市烏日區,榮泰街
1561,臺中市,臺中市烏日區,民權街
1562,臺中市,臺中市烏日區,民生八街
1563,臺中市,臺中市烏日區,永春東三南路
1564,臺中市,臺中市烏日區,溪岸路
1565,臺中市,臺中市烏日區,溫泉路
1566,臺中市,臺中市烏日區,環中路
1567,臺中市,臺中市烏日區,環河西路
1568,臺中市,臺中市烏日區,福泰街
1569,臺中市,臺中市烏日區,站區二路
1570,臺中市,臺中市烏日區,自治街
1571,臺中市,臺中市烏日區,興學街
1572,臺中市,臺中市烏日區,興祥街
1573,臺中市,臺中市烏日區,長壽路
1574,臺中市,臺中市烏日區,長樂街
1575,臺中市,臺中市烏日區,高鐵三路
1576,臺中市,臺中市烏日區,高鐵五路
1577,臺中市,臺中市烏日區,高鐵東一路
1578,臺中市,臺中市烏日區,高鐵路
1579,臺中市,臺中市烏日區,麻園東三街
1580,臺中市,臺中市烏日區,麻園東街
1581,臺中市,臺中市烏日區,麻園溪西路
1582,臺中市,臺中市大肚區,中沙路
1583,臺中市,臺中市大肚區,仁德路
1584,臺中市,臺中市大肚區,博愛街
1585,臺中市,臺中市大肚區,大德一街
1586,臺中市,臺中市大肚區,大德三街
1587,臺中市,臺中市大肚區,大德五街
1588,臺中市,臺中市大肚區,大德四街
1589,臺中市,臺中市大肚區,大明一街
1590,臺中市,臺中市大肚區,大明二街
1591,臺中市,臺中市大肚區,大明四街
1592,臺中市,臺中市大肚區,太平路
1593,臺中市,臺中市大肚區,平和東街
1594,臺中市,臺中市大肚區,平等街
1595,臺中市,臺中市大肚區,文昌二街
1596,臺中市,臺中市大肚區,新興街
1597,臺中市,臺中市大肚區,永和街
1598,臺中市,臺中市大肚區,沙田路
1599,臺中市,臺中市大肚區,營埔一街
1600,臺中市,臺中市大肚區,營埔二街
1601,臺中市,臺中市大肚區,瑞井路
1602,臺中市,臺中市大肚區,福興街
1603,臺中市,臺中市大肚區,紙廠路
1604,臺中市,臺中市大肚區,育英路
1605,臺中市,臺中市大肚區,自由路
1606,臺中市,臺中市大肚區,興和路
1607,臺中市,臺中市大肚區,船頭三街
1608,臺中市,臺中市大肚區,船頭五街
1609,臺中市,臺中市大肚區,華南路
1610,臺中市,臺中市大肚區,華昌街
1611,臺中市,臺中市大肚區,蔗南路
1612,臺中市,臺中市大肚區,遊園路
1613,臺中市,臺中市龍井區,中南一路
1614,臺中市,臺中市龍井區,中圳路
1615,臺中市,臺中市龍井區,中央路
1616,臺中市,臺中市龍井區,中山中路
1617,臺中市,臺中市龍井區,中沙路
1618,臺中市,臺中市龍井區,中社七街
1619,臺中市,臺中市龍井區,中社二街
1620,臺中市,臺中市龍井區,中社八街
1621,臺中市,臺中市龍井區,中社路
1622,臺中市,臺中市龍井區,中華路
1623,臺中市,臺中市龍井區,南堤路
1624,臺中市,臺中市龍井區,南社一街
1625,臺中市,臺中市龍井區,南社二街
1626,臺中市,臺中市龍井區,台西南路
1627,臺中市,臺中市龍井區,國際街
1628,臺中市,臺中市龍井區,大順街
1629,臺中市,臺中市龍井區,工業路
1630,臺中市,臺中市龍井區,新仁路
1631,臺中市,臺中市龍井區,新興路
1632,臺中市,臺中市龍井區,水裡社街
1633,臺中市,臺中市龍井區,海尾路
1634,臺中市,臺中市龍井區,祥瑞街
1635,臺中市,臺中市龍井區,竹師路
1636,臺中市,臺中市龍井區,臨港東路
1637,臺中市,臺中市龍井區,舊車路
1638,臺中市,臺中市龍井區,藝術北街
1639,臺中市,臺中市龍井區,藝術街
1640,臺中市,臺中市龍井區,西濱路
1641,臺中市,臺中市龍井區,遊園北路
1642,臺中市,臺中市龍井區,遠東街
1643,臺中市,臺中市龍井區,鄉界路
1644,臺中市,臺中市龍井區,龍北路
1645,臺中市,臺中市龍井區,龍新路
1646,臺中市,臺中市龍井區,龍泉街
1647,臺中市,臺中市龍井區,龍港路
1648,臺中市,臺中市龍井區,龍社七街
1649,臺中市,臺中市龍井區,龍社八街
1650,臺中市,臺中市龍井區,龍社路
1651,臺中市,臺中市霧峰區,丁台路
1652,臺中市,臺中市霧峰區,中投東路
1653,臺中市,臺中市霧峰區,中正路
1654,臺中市,臺中市霧峰區,中華路
1655,臺中市,臺中市霧峰區,乾溪路
1656,臺中市,臺中市霧峰區,五福路
1657,臺中市,臺中市霧峰區,仁義路
1658,臺中市,臺中市霧峰區,信義路
1659,臺中市,臺中市霧峰區,光明街
1660,臺中市,臺中市霧峰區,光明路
1661,臺中市,臺中市霧峰區,北岸路
1662,臺中市,臺中市霧峰區,吉峰東路
1663,臺中市,臺中市霧峰區,吉峰路
1664,臺中市,臺中市霧峰區,和平路
1665,臺中市,臺中市霧峰區,四德南路
1666,臺中市,臺中市霧峰區,國中路
1667,臺中市,臺中市霧峰區,太明路
1668,臺中市,臺中市霧峰區,峰北路
1669,臺中市,臺中市霧峰區,峰堤路
1670,臺中市,臺中市霧峰區,峰西路
1671,臺中市,臺中市霧峰區,建國路
1672,臺中市,臺中市霧峰區,復興二街
1673,臺中市,臺中市霧峰區,復興六街
1674,臺中市,臺中市霧峰區,復興四街
1675,臺中市,臺中市霧峰區,德泰街
1676,臺中市,臺中市霧峰區,德維西街
1677,臺中市,臺中市霧峰區,愛國路
1678,臺中市,臺中市霧峰區,成功路
1679,臺中市,臺中市霧峰區,振祥街
1680,臺中市,臺中市霧峰區,振興街
1681,臺中市,臺中市霧峰區,新厝路
1682,臺中市,臺中市霧峰區,新生路
1683,臺中市,臺中市霧峰區,新開街
1684,臺中市,臺中市霧峰區,板橋路
1685,臺中市,臺中市霧峰區,柳豐一街
1686,臺中市,臺中市霧峰區,柳豐二街
1687,臺中市,臺中市霧峰區,柳豐六街
1688,臺中市,臺中市霧峰區,柳豐路
1689,臺中市,臺中市霧峰區,樹仁一街
1690,臺中市,臺中市霧峰區,樹仁五街
1691,臺中市,臺中市霧峰區,樹仁路
1692,臺中市,臺中市霧峰區,民族路
1693,臺中市,臺中市霧峰區,民生路
1694,臺中市,臺中市霧峰區,法治南街
1695,臺中市,臺中市霧峰區,環中路
1696,臺中市,臺中市霧峰區,福新路
1697,臺中市,臺中市霧峰區,育德路
1698,臺中市,臺中市霧峰區,育智街
1699,臺中市,臺中市霧峰區,育賢路
1700,臺中市,臺中市霧峰區,自由路
1701,臺中市,臺中市霧峰區,草湖路
1702,臺中市,臺中市霧峰區,萊園路
1703,臺中市,臺中市霧峰區,豐正路
1704,臺中市,臺中市霧峰區,錦州二街
1705,臺中市,臺中市霧峰區,霧工一路
1706,臺中市,臺中市霧峰區,霧工三路
1707,臺中市,臺中市霧峰區,霧工五路
1708,臺中市,臺中市霧峰區,霧工六路
1709,臺中市,臺中市太平區,中南路
1710,臺中市,臺中市太平區,中山路
1711,臺中市,臺中市太平區,中平九街
1712,臺中市,臺中市太平區,中興東路
1713,臺中市,臺中市太平區,仁和街
1714,臺中市,臺中市太平區,光德路
1715,臺中市,臺中市太平區,光興路
1716,臺中市,臺中市太平區,北田路
1717,臺中市,臺中市太平區,合利街
1718,臺中市,臺中市太平區,園區三路
1719,臺中市,臺中市太平區,園區五路
1720,臺中市,臺中市太平區,坪林路
1721,臺中市,臺中市太平區,大勇街
1722,臺中市,臺中市太平區,大智街
1723,臺中市,臺中市太平區,大源七街
1724,臺中市,臺中市太平區,大源三三街
1725,臺中市,臺中市太平區,大源三十街
1726,臺中市,臺中市太平區,大源九街
1727,臺中市,臺中市太平區,大源二七街
1728,臺中市,臺中市太平區,大源二九街
1729,臺中市,臺中市太平區,大源二五街
1730,臺中市,臺中市太平區,大源二六街
1731,臺中市,臺中市太平區,大源二四街
1732,臺中市,臺中市太平區,大源二路
1733,臺中市,臺中市太平區,大源八街
1734,臺中市,臺中市太平區,大源十一街
1735,臺中市,臺中市太平區,大源十三街
1736,臺中市,臺中市太平區,大源十二街
1737,臺中市,臺中市太平區,大源十八街
1738,臺中市,臺中市太平區,大源十四街
1739,臺中市,臺中市太平區,大源四街
1740,臺中市,臺中市太平區,大興一街
1741,臺中市,臺中市太平區,大興三街
1742,臺中市,臺中市太平區,大興二一街
1743,臺中市,臺中市太平區,大興五街
1744,臺中市,臺中市太平區,大興六街
1745,臺中市,臺中市太平區,大興十七街
1746,臺中市,臺中市太平區,大興十九街
1747,臺中市,臺中市太平區,大興十六街
1748,臺中市,臺中市太平區,大興路
1749,臺中市,臺中市太平區,太堤東路
1750,臺中市,臺中市太平區,太平七街
1751,臺中市,臺中市太平區,太平九街
1752,臺中市,臺中市太平區,太平二三街
1753,臺中市,臺中市太平區,太平二八街
1754,臺中市,臺中市太平區,太平二十街
1755,臺中市,臺中市太平區,太平八街
1756,臺中市,臺中市太平區,太平十一街
1757,臺中市,臺中市太平區,太平十三街
1758,臺中市,臺中市太平區,太平十二街
1759,臺中市,臺中市太平區,太平十八街
1760,臺中市,臺中市太平區,太平十街
1761,臺中市,臺中市太平區,太文路
1762,臺中市,臺中市太平區,太順路
1763,臺中市,臺中市太平區,宜佳街
1764,臺中市,臺中市太平區,宜和街
1765,臺中市,臺中市太平區,宜平路
1766,臺中市,臺中市太平區,宜昌東路
1767,臺中市,臺中市太平區,宜欣一街
1768,臺中市,臺中市太平區,宜欣七街
1769,臺中市,臺中市太平區,宜欣九街
1770,臺中市,臺中市太平區,宜欣二路
1771,臺中市,臺中市太平區,宜欣八街
1772,臺中市,臺中市太平區,宜欣十街
1773,臺中市,臺中市太平區,宜欣路
1774,臺中市,臺中市太平區,宜福街
1775,臺中市,臺中市太平區,富平路
1776,臺中市,臺中市太平區,工業二十路
1777,臺中市,臺中市太平區,工業十九路
1778,臺中市,臺中市太平區,工業十八路
1779,臺中市,臺中市太平區,工業十四路
1780,臺中市,臺中市太平區,廍仔坑路
1781,臺中市,臺中市太平區,建功街
1782,臺中市,臺中市太平區,建和路
1783,臺中市,臺中市太平區,建成街
1784,臺中市,臺中市太平區,建興北路
1785,臺中市,臺中市太平區,復興街
1786,臺中市,臺中市太平區,德安街
1787,臺中市,臺中市太平區,德興街
1788,臺中市,臺中市太平區,怡林街
1789,臺中市,臺中市太平區,成功路
1790,臺中市,臺中市太平區,振文路
1791,臺中市,臺中市太平區,振武路
1792,臺中市,臺中市太平區,振英街
1793,臺中市,臺中市太平區,文華街
1794,臺中市,臺中市太平區,新光路
1795,臺中市,臺中市太平區,新和街
1796,臺中市,臺中市太平區,新平路
1797,臺中市,臺中市太平區,新民路
1798,臺中市,臺中市太平區,新福十街
1799,臺中市,臺中市太平區,新福路
1800,臺中市,臺中市太平區,新興二街
1801,臺中市,臺中市太平區,新英街
1802,臺中市,臺中市太平區,新高路
1803,臺中市,臺中市太平區,旱溪西路
1804,臺中市,臺中市太平區,東平路
1805,臺中市,臺中市太平區,東方三街
1806,臺中市,臺中市太平區,東方四街
1807,臺中市,臺中市太平區,東村三街
1808,臺中市,臺中市太平區,東村六街
1809,臺中市,臺中市太平區,東村路
1810,臺中市,臺中市太平區,樹孝路
1811,臺中市,臺中市太平區,樹德九街
1812,臺中市,臺中市太平區,樹德八街
1813,臺中市,臺中市太平區,樹德路
1814,臺中市,臺中市太平區,正誠街
1815,臺中市,臺中市太平區,民權街
1816,臺中市,臺中市太平區,永利街
1817,臺中市,臺中市太平區,永安街
1818,臺中市,臺中市太平區,永平南路
1819,臺中市,臺中市太平區,永康街
1820,臺中市,臺中市太平區,永成路
1821,臺中市,臺中市太平區,永樂街
1822,臺中市,臺中市太平區,永祥北街
1823,臺中市,臺中市太平區,永義七街
1824,臺中市,臺中市太平區,永義二街
1825,臺中市,臺中市太平區,永義八街
1826,臺中市,臺中市太平區,永義十街
1827,臺中市,臺中市太平區,永華路
1828,臺中市,臺中市太平區,永豐路
1829,臺中市,臺中市太平區,溪洲路
1830,臺中市,臺中市太平區,環太東路
1831,臺中市,臺中市太平區,祥順路
1832,臺中市,臺中市太平區,立功路
1833,臺中市,臺中市太平區,立文街
1834,臺中市,臺中市太平區,立行街
1835,臺中市,臺中市太平區,竹村路
1836,臺中市,臺中市太平區,精美一街
1837,臺中市,臺中市太平區,育仁南路
1838,臺中市,臺中市太平區,育德路
1839,臺中市,臺中市太平區,育英街
1840,臺中市,臺中市太平區,育賢路
1841,臺中市,臺中市太平區,華安街
1842,臺中市,臺中市太平區,長億七街
1843,臺中市,臺中市太平區,長億九街
1844,臺中市,臺中市太平區,長億五街
1845,臺中市,臺中市太平區,長億六街
1846,臺中市,臺中市太平區,長億十一街
1847,臺中市,臺中市太平區,長億十街
1848,臺中市,臺中市太平區,長億南街
1849,臺中市,臺中市太平區,長億東三街
1850,臺中市,臺中市太平區,長億東五街
1851,臺中市,臺中市太平區,長安七街
1852,臺中市,臺中市太平區,長安五街
1853,臺中市,臺中市太平區,長安六街
1854,臺中市,臺中市太平區,長安東路
1855,臺中市,臺中市太平區,長弘街
1856,臺中市,臺中市太平區,長龍路
1857,臺中市,臺中市大里區,三民一街
1858,臺中市,臺中市大里區,三興街
1859,臺中市,臺中市大里區,上興街
1860,臺中市,臺中市大里區,中元路
1861,臺中市,臺中市大里區,中投東路
1862,臺中市,臺中市大里區,中新街
1863,臺中市,臺中市大里區,中興路
1864,臺中市,臺中市大里區,五福一街
1865,臺中市,臺中市大里區,五福二街
1866,臺中市,臺中市大里區,仁化工一路
1867,臺中市,臺中市大里區,仁化工二路
1868,臺中市,臺中市大里區,仁化工八路
1869,臺中市,臺中市大里區,仁化工十二路
1870,臺中市,臺中市大里區,仁化工十六路
1871,臺中市,臺中市大里區,仁化路
1872,臺中市,臺中市大里區,仁堤一街
1873,臺中市,臺中市大里區,仁堤路
1874,臺中市,臺中市大里區,仁愛路
1875,臺中市,臺中市大里區,仁祥街
1876,臺中市,臺中市大里區,仁福二街
1877,臺中市,臺中市大里區,仁禮街
1878,臺中市,臺中市大里區,仁義路
1879,臺中市,臺中市大里區,來興街
1880,臺中市,臺中市大里區,健康二街
1881,臺中市,臺中市大里區,健東二街
1882,臺中市,臺中市大里區,健民路
1883,臺中市,臺中市大里區,元堤路
1884,臺中市,臺中市大里區,光明路
1885,臺中市,臺中市大里區,光正路
1886,臺中市,臺中市大里區,內新街
1887,臺中市,臺中市大里區,公教街
1888,臺中市,臺中市大里區,六桂二路
1889,臺中市,臺中市大里區,利民街
1890,臺中市,臺中市大里區,北湖街
1891,臺中市,臺中市大里區,合信街
1892,臺中市,臺中市大里區,吉善二街
1893,臺中市,臺中市大里區,吉祥街
1894,臺中市,臺中市大里區,向上街
1895,臺中市,臺中市大里區,向學一路
1896,臺中市,臺中市大里區,和平街
1897,臺中市,臺中市大里區,喬城路
1898,臺中市,臺中市大里區,四育街
1899,臺中市,臺中市大里區,國中二路
1900,臺中市,臺中市大里區,國光路
1901,臺中市,臺中市大里區,垂統街
1902,臺中市,臺中市大里區,夏元路
1903,臺中市,臺中市大里區,大元路
1904,臺中市,臺中市大里區,大峰路
1905,臺中市,臺中市大里區,大成街
1906,臺中市,臺中市大里區,大明路
1907,臺中市,臺中市大里區,大興街
1908,臺中市,臺中市大里區,大衛路
1909,臺中市,臺中市大里區,大里二街
1910,臺中市,臺中市大里區,大里路
1911,臺中市,臺中市大里區,好來一街
1912,臺中市,臺中市大里區,好來三街
1913,臺中市,臺中市大里區,好來五街
1914,臺中市,臺中市大里區,峰堤路
1915,臺中市,臺中市大里區,工業七路
1916,臺中市,臺中市大里區,工業九路
1917,臺中市,臺中市大里區,工業二路
1918,臺中市,臺中市大里區,工業八路
1919,臺中市,臺中市大里區,工業十一路
1920,臺中市,臺中市大里區,工業十四路
1921,臺中市,臺中市大里區,工業四路
1922,臺中市,臺中市大里區,德昌一街
1923,臺中市,臺中市大里區,德芳一街
1924,臺中市,臺中市大里區,德芳南三街
1925,臺中市,臺中市大里區,德芳南路
1926,臺中市,臺中市大里區,忠孝路
1927,臺中市,臺中市大里區,愛心三街
1928,臺中市,臺中市大里區,愛心路
1929,臺中市,臺中市大里區,慈德路
1930,臺中市,臺中市大里區,成功路
1931,臺中市,臺中市大里區,振興路
1932,臺中市,臺中市大里區,文心南路
1933,臺中市,臺中市大里區,文隆街
1934,臺中市,臺中市大里區,新仁七街
1935,臺中市,臺中市大里區,新仁二街
1936,臺中市,臺中市大里區,新仁六街
1937,臺中市,臺中市大里區,新仁路
1938,臺中市,臺中市大里區,新南路
1939,臺中市,臺中市大里區,新和路
1940,臺中市,臺中市大里區,新平街
1941,臺中市,臺中市大里區,新明路
1942,臺中市,臺中市大里區,新生路
1943,臺中市,臺中市大里區,新義路
1944,臺中市,臺中市大里區,新芳路
1945,臺中市,臺中市大里區,明仁路
1946,臺中市,臺中市大里區,景庄街
1947,臺中市,臺中市大里區,東文街
1948,臺中市,臺中市大里區,東明路
1949,臺中市,臺中市大里區,東湖路
1950,臺中市,臺中市大里區,東里路
1951,臺中市,臺中市大里區,樹王路
1952,臺中市,臺中市大里區,永明街
1953,臺中市,臺中市大里區,永興路
1954,臺中市,臺中市大里區,永隆七街
1955,臺中市,臺中市大里區,永隆九街
1956,臺中市,臺中市大里區,永隆五街
1957,臺中市,臺中市大里區,永隆六街
1958,臺中市,臺中市大里區,泉水街
1959,臺中市,臺中市大里區,現岱路
1960,臺中市,臺中市大里區,瑞城一街
1961,臺中市,臺中市大里區,環中東路
1962,臺中市,臺中市大里區,瓦󿾨路
1963,臺中市,臺中市大里區,甲園街
1964,臺中市,臺中市大里區,甲堤三街
1965,臺中市,臺中市大里區,甲堤二街
1966,臺中市,臺中市大里區,甲堤八街
1967,臺中市,臺中市大里區,甲堤十一街
1968,臺中市,臺中市大里區,甲堤十街
1969,臺中市,臺中市大里區,甲堤路
1970,臺中市,臺中市大里區,益民路
1971,臺中市,臺中市大里區,祥興路
1972,臺中市,臺中市大里區,福大路
1973,臺中市,臺中市大里區,福興街
1974,臺中市,臺中市大里區,立中一街
1975,臺中市,臺中市大里區,立中二街
1976,臺中市,臺中市大里區,立中六街
1977,臺中市,臺中市大里區,立仁一路
1978,臺中市,臺中市大里區,立仁二路
1979,臺中市,臺中市大里區,立仁四路
1980,臺中市,臺中市大里區,立信街
1981,臺中市,臺中市大里區,立德東街
1982,臺中市,臺中市大里區,立新二街
1983,臺中市,臺中市大里區,立興街
1984,臺中市,臺中市大里區,美村街
1985,臺中市,臺中市大里區,美群路
1986,臺中市,臺中市大里區,自強街
1987,臺中市,臺中市大里區,至善路
1988,臺中市,臺中市大里區,興大南街
1989,臺中市,臺中市大里區,草堤路
1990,臺中市,臺中市大里區,草溪東路
1991,臺中市,臺中市大里區,華城街
1992,臺中市,臺中市大里區,萬安路
1993,臺中市,臺中市大里區,西柳街
1994,臺中市,臺中市大里區,西湖一街
1995,臺中市,臺中市大里區,達明路
1996,臺中市,臺中市大里區,金城街
1997,臺中市,臺中市大里區,金山三街
1998,臺中市,臺中市大里區,金山五街
1999,臺中市,臺中市大里區,金德街
2000,臺中市,臺中市大里區,錦華街
2001,臺中市,臺中市大里區,長城街
2002,臺中市,臺中市大里區,長興一街
2003,臺中市,臺中市大里區,長興二街
2004,臺中市,臺中市大里區,頂厝路
2005,臺中市,臺中市大里區,鳳城街
2006,臺中市,臺中市和平區,中坑路
2007,臺中市,臺中市和平區,中興路
2008,臺中市,臺中市和平區,和平路
2009,臺中市,臺中市和平區,復興路
2010,臺中市,臺中市和平區,東崎路
2011,臺中市,臺中市和平區,武陵路
2012,臺中市,臺中市和平區,福壽路
2013,臺中市,臺中市和平區,雪山路
